JP Object Name,Global Object Name,Internal Name,LOD1,LOD1 Hash,LOD2,LOD2 Hash,LOD3,LOD3 Hash,LOD4,LOD4 Hash,Collision,Common (Animation, if existant),Effect,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Trait 8,Null Hashes indicate unfound files
ゴーカ：資源採掘リグ部品5,Fancy - Mining Rig Part 5,ob_6100_0450,object/map_object/ob_6100_0450_l1.ice,11\3fe2acc968dd8de5b9576e4d9dcedc,object/map_object/ob_6100_0450_l2.ice,,object/map_object/ob_6100_0450_l3.ice,,object/map_object/ob_6100_0450_l4.ice,,object/map_object/ob_6100_0450_col.ice,6f\63a192e3ee7a1dc9c411080be77aac,object/map_object/ob_6100_0450_com.ice,7b\e7409dd0ac738a255563d7b83dcefb,object/map_object/ob_6100_0450_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品11,Fancy - Mining Rig Part 11,ob_6100_0451,object/map_object/ob_6100_0451_l1.ice,c2\98d718e68fc5b5a53cc471fced0930,object/map_object/ob_6100_0451_l2.ice,,object/map_object/ob_6100_0451_l3.ice,,object/map_object/ob_6100_0451_l4.ice,,object/map_object/ob_6100_0451_col.ice,03\84ae49580f98cd8a6c3726883e797f,object/map_object/ob_6100_0451_com.ice,89\5f4cce3eefdb586d2a7c5c5e2e249f,object/map_object/ob_6100_0451_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品12,Fancy - Mining Rig Part 12,ob_6100_0452,object/map_object/ob_6100_0452_l1.ice,53\870cea16f3ce258f1b9599534846cc,object/map_object/ob_6100_0452_l2.ice,,object/map_object/ob_6100_0452_l3.ice,,object/map_object/ob_6100_0452_l4.ice,,object/map_object/ob_6100_0452_col.ice,62\eb4438954cb250821380c040674547,object/map_object/ob_6100_0452_com.ice,17\22d5b7a3f7a29aa9c8b056c01fdcdd,object/map_object/ob_6100_0452_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品13,Fancy - Mining Rig Part 13,ob_6100_0453,object/map_object/ob_6100_0453_l1.ice,77\549d458f99a5b38fd1be87f7fae512,object/map_object/ob_6100_0453_l2.ice,,object/map_object/ob_6100_0453_l3.ice,,object/map_object/ob_6100_0453_l4.ice,,object/map_object/ob_6100_0453_col.ice,bf\1846e7d75e74b59fa7258a6d8ebd01,object/map_object/ob_6100_0453_com.ice,24\d27675755e8f2e1dbce67caec453d5,object/map_object/ob_6100_0453_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品3,Fancy - Mining Rig Part 3,ob_6100_0454,object/map_object/ob_6100_0454_l1.ice,8c\deb516a7e31d43083cd53a9d93a164,object/map_object/ob_6100_0454_l2.ice,,object/map_object/ob_6100_0454_l3.ice,,object/map_object/ob_6100_0454_l4.ice,,object/map_object/ob_6100_0454_col.ice,b6\0d1b070f8f3960c4b9b0a8e1f1187f,object/map_object/ob_6100_0454_com.ice,15\d704ac56c73b728a76dff996197f2d,object/map_object/ob_6100_0454_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品1,Fancy - Mining Rig Part 1,ob_6100_0455,object/map_object/ob_6100_0455_l1.ice,ae\4bf12cd980e49447c3ba8b829d6b92,object/map_object/ob_6100_0455_l2.ice,,object/map_object/ob_6100_0455_l3.ice,,object/map_object/ob_6100_0455_l4.ice,,object/map_object/ob_6100_0455_col.ice,aa\b499e76deb36042ed02497e9f61c32,object/map_object/ob_6100_0455_com.ice,1d\11163bbb72f00682f55ff23697cad7,object/map_object/ob_6100_0455_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品2,Fancy - Mining Rig Part 2,ob_6100_0456,object/map_object/ob_6100_0456_l1.ice,53\6df44a4fd58a6d5645995703dcf321,object/map_object/ob_6100_0456_l2.ice,,object/map_object/ob_6100_0456_l3.ice,,object/map_object/ob_6100_0456_l4.ice,,object/map_object/ob_6100_0456_col.ice,d8\6dedf773029aff6089c8135fa94b1e,object/map_object/ob_6100_0456_com.ice,40\4aeeb62e9140ed90a729209bdded1a,object/map_object/ob_6100_0456_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ全体図,Fancy - Mining Rig Complete Plan,ob_6100_0457,object/map_object/ob_6100_0457_l1.ice,6b\57845a3bffd7044fe8b698b329e5f5,object/map_object/ob_6100_0457_l2.ice,,object/map_object/ob_6100_0457_l3.ice,,object/map_object/ob_6100_0457_l4.ice,,object/map_object/ob_6100_0457_col.ice,a1\4cb91a47c284d34a2fa8343e3c7e81,object/map_object/ob_6100_0457_com.ice,c9\93b5ae03db749f085b0fcfa9ccd2a1,object/map_object/ob_6100_0457_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢立方体,Shape - Glossy Cube,ob_6100_0466,object/map_object/ob_6100_0466_l1.ice,2c\44ab3450653b2f677601f7977b7d86,object/map_object/ob_6100_0466_l2.ice,,object/map_object/ob_6100_0466_l3.ice,,object/map_object/ob_6100_0466_l4.ice,,object/map_object/ob_6100_0466_col.ice,42\42d85ca63e56bc482b18c95eeaa9b3,object/map_object/ob_6100_0466_com.ice,5f\27cac98a4369278bcb9b4fff3d2c8b,object/map_object/ob_6100_0466_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢球体,Shape - Glossy Sphere,ob_6100_0467,object/map_object/ob_6100_0467_l1.ice,8b\1bd8691273717e0d90e73daf2dae41,object/map_object/ob_6100_0467_l2.ice,,object/map_object/ob_6100_0467_l3.ice,,object/map_object/ob_6100_0467_l4.ice,,object/map_object/ob_6100_0467_col.ice,92\ae9665ba35c89cae92464172fcd2a3,object/map_object/ob_6100_0467_com.ice,13\66fe01795bd5859ac413f316ee27bb,object/map_object/ob_6100_0467_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢円柱,Shape - Glossy Cylinder,ob_6100_0468,object/map_object/ob_6100_0468_l1.ice,02\ee0dcffefd0e3100acc72ccfbe34b5,object/map_object/ob_6100_0468_l2.ice,,object/map_object/ob_6100_0468_l3.ice,,object/map_object/ob_6100_0468_l4.ice,,object/map_object/ob_6100_0468_col.ice,a4\efa00e3ed491cdd459784197ed50f7,object/map_object/ob_6100_0468_com.ice,e4\3588b56b9a62c5303127f627eeee70,object/map_object/ob_6100_0468_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢カプセル形状,Shape - Glossy Capsule,ob_6100_0469,object/map_object/ob_6100_0469_l1.ice,b3\4084c6cf7b5b0cd9927f458272460b,object/map_object/ob_6100_0469_l2.ice,,object/map_object/ob_6100_0469_l3.ice,,object/map_object/ob_6100_0469_l4.ice,,object/map_object/ob_6100_0469_col.ice,96\ea30a4990b612ef1c6c5326fbf2adc,object/map_object/ob_6100_0469_com.ice,e4\15542a698405caa62b1c05a39d3f02,object/map_object/ob_6100_0469_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢円すい,Shape - Glossy Cone,ob_6100_0470,object/map_object/ob_6100_0470_l1.ice,cb\f61fd538be4989bade33e47579225a,object/map_object/ob_6100_0470_l2.ice,,object/map_object/ob_6100_0470_l3.ice,,object/map_object/ob_6100_0470_l4.ice,,object/map_object/ob_6100_0470_col.ice,00\f61addf9ae9202b849ef6fe919281d,object/map_object/ob_6100_0470_com.ice,c5\3057d27e3272780a1cb616a600df56,object/map_object/ob_6100_0470_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢三角柱,Shape - Glossy Triangular Prism,ob_6100_0471,object/map_object/ob_6100_0471_l1.ice,c5\95960eb0ef71b72e2eabc84bcb2d13,object/map_object/ob_6100_0471_l2.ice,,object/map_object/ob_6100_0471_l3.ice,,object/map_object/ob_6100_0471_l4.ice,,object/map_object/ob_6100_0471_col.ice,d6\abe3f4569f27b02ae4cfbc18ff17cf,object/map_object/ob_6100_0471_com.ice,85\c3d3bf996f319e45428c956deb9716,object/map_object/ob_6100_0471_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢中空円柱,Shape - Glossy Hollow Cylinder,ob_6100_0472,object/map_object/ob_6100_0472_l1.ice,4c\3f6b783e49949e006d8d297e201123,object/map_object/ob_6100_0472_l2.ice,,object/map_object/ob_6100_0472_l3.ice,,object/map_object/ob_6100_0472_l4.ice,,object/map_object/ob_6100_0472_col.ice,c4\c6b0200931cf45eea960c6f2a9071a,object/map_object/ob_6100_0472_com.ice,01\6e967b6b5c4d070b78c427cd43c50e,object/map_object/ob_6100_0472_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢半球,Shape - Glossy Half-Sphere,ob_6100_0473,object/map_object/ob_6100_0473_l1.ice,14\8c861981d2d092c4ae2e94daa23b07,object/map_object/ob_6100_0473_l2.ice,,object/map_object/ob_6100_0473_l3.ice,,object/map_object/ob_6100_0473_l4.ice,,object/map_object/ob_6100_0473_col.ice,7e\682878f14449197e6ae5e927e811e7,object/map_object/ob_6100_0473_com.ice,a6\006b97c14ce9f115779482149f6d2e,object/map_object/ob_6100_0473_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢円環体,Shape - Glossy Torus,ob_6100_0474,object/map_object/ob_6100_0474_l1.ice,c8\a14e4911ee943c6e48d1d98c8489ca,object/map_object/ob_6100_0474_l2.ice,,object/map_object/ob_6100_0474_l3.ice,,object/map_object/ob_6100_0474_l4.ice,,object/map_object/ob_6100_0474_col.ice,04\e5ad446cb49f4c4c118eee0165df70,object/map_object/ob_6100_0474_com.ice,f7\2586fe3aaa1d1f7ac1612547065dc2,object/map_object/ob_6100_0474_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
立体図形：光沢三角すい,Shape - Glossy Tetrahedron,ob_6100_0475,object/map_object/ob_6100_0475_l1.ice,d0\f26c0d6f7d0a8b5d377c3c81657937,object/map_object/ob_6100_0475_l2.ice,,object/map_object/ob_6100_0475_l3.ice,,object/map_object/ob_6100_0475_l4.ice,,object/map_object/ob_6100_0475_col.ice,a4\cefef4fb6e8090ef54127e301e8e68,object/map_object/ob_6100_0475_com.ice,75\411a2912628eb0f2c629f37f3ae3ee,object/map_object/ob_6100_0475_eff.ice,,[Shape],[None],[0],[Access],[0],[Common_1],[0],[0]
チームマグ,Alliance Mag,ob_6100_0461,object/map_object/ob_6100_0461_l1.ice,73\8477aadb3d76ee8477e8de75a62053,object/map_object/ob_6100_0461_l2.ice,39\2713684306304f092b7bc49e0ba0b0,object/map_object/ob_6100_0461_l3.ice,76\be8742c33a5e3bf8f4f37d0c3b97ba,object/map_object/ob_6100_0461_l4.ice,,object/map_object/ob_6100_0461_col.ice,,object/map_object/ob_6100_0461_com.ice,31\5d34ac71eab90a5302e9c9b1e4aceb,object/map_object/ob_6100_0461_eff.ice,,[Gimmick],[None],[0],[0],[0],[Common_1],[0],[0]
ドンキ×ＮＧＳタオル,Don Quijote x NGS Towel,ob_6100_0478,object/map_object/ob_6100_0478_l1.ice,f9\0edf57536e48b570f04875bdedf384,object/map_object/ob_6100_0478_l2.ice,,object/map_object/ob_6100_0478_l3.ice,,object/map_object/ob_6100_0478_l4.ice,,object/map_object/ob_6100_0478_col.ice,c2\db6fb3ea28f8bf1611bbeace774532,object/map_object/ob_6100_0478_com.ice,af\76bfde8a990747ea91d6fae9ab16ed,object/map_object/ob_6100_0478_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
ドンキ×ＮＧＳタオルB,Don Quijote x NGS Towel B,ob_6100_0479,object/map_object/ob_6100_0479_l1.ice,77\9aa7ea13353a97e29674085b02cb0d,object/map_object/ob_6100_0479_l2.ice,,object/map_object/ob_6100_0479_l3.ice,,object/map_object/ob_6100_0479_l4.ice,,object/map_object/ob_6100_0479_col.ice,e5\fbfee26fd0fdbd5dd2c97b4f269d85,object/map_object/ob_6100_0479_com.ice,11\7152edfd4afd45e24fd701c9c34395,object/map_object/ob_6100_0479_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
ドンキ×ＮＧＳシャツ,Don Quijote x NGS Shirt,ob_6100_0480,object/map_object/ob_6100_0480_l1.ice,5a\2fb1f9e47d282726399bfc4ce07621,object/map_object/ob_6100_0480_l2.ice,f3\3c2dd0efa7c1c0e8d0d6090ea99759,object/map_object/ob_6100_0480_l3.ice,f9\33d0835b442cb599691040263d7235,object/map_object/ob_6100_0480_l4.ice,,object/map_object/ob_6100_0480_col.ice,e6\c07a2961dc56748bc917b14e5a0804,object/map_object/ob_6100_0480_com.ice,b9\a87a2dae2fce80b094b80ab8f72f82,object/map_object/ob_6100_0480_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
フレズヴェルク＝アーテルG：パネル,Hresvelgr=Ater G - Panel,ob_6100_0463,object/map_object/ob_6100_0463_l1.ice,63\b7e14747afb7a5bd1b3157d242178f,object/map_object/ob_6100_0463_l2.ice,,object/map_object/ob_6100_0463_l3.ice,,object/map_object/ob_6100_0463_l4.ice,,object/map_object/ob_6100_0463_col.ice,a4\4ea1ec8fabbb118c6c99639a851d2d,object/map_object/ob_6100_0463_com.ice,a2\fd6ecce9d9af7884a5501a5a6c2850,object/map_object/ob_6100_0463_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
フレズヴェルク＝AG-SVV：パネル,Hresvelgr=Ater G-SVV - Panel,ob_6100_0464,object/map_object/ob_6100_0464_l1.ice,56\2833ed0b1b510f6d849e053654d356,object/map_object/ob_6100_0464_l2.ice,,object/map_object/ob_6100_0464_l3.ice,,object/map_object/ob_6100_0464_l4.ice,,object/map_object/ob_6100_0464_col.ice,77\cc05e0b472183abbc6601d81a8122d,object/map_object/ob_6100_0464_com.ice,e4\dced7671a705222b728465d581198e,object/map_object/ob_6100_0464_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
フレズヴェルクG-BAV：パネル,Hresvelgr G-BAV - Panel,ob_6100_0465,object/map_object/ob_6100_0465_l1.ice,ec\18dcf863e828c24bc5e04c46ae6686,object/map_object/ob_6100_0465_l2.ice,,object/map_object/ob_6100_0465_l3.ice,,object/map_object/ob_6100_0465_l4.ice,,object/map_object/ob_6100_0465_col.ice,59\45495ac90568b6222ef8437bc27802,object/map_object/ob_6100_0465_com.ice,15\0ffceaf89da9f40a4c5ee404d479a4,object/map_object/ob_6100_0465_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：ペダスぬいぐるみ,Fancy - Pettas Plush,ob_6100_0254,object/map_object/ob_6100_0254_l1.ice,86\20f390f61828070deb5d224cda8986,object/map_object/ob_6100_0254_l2.ice,2c\c5b28faa4cef19b0ba8fe253128a97,object/map_object/ob_6100_0254_l3.ice,04\1c798b8506211e405d9e516ddd64fe,object/map_object/ob_6100_0254_l4.ice,,object/map_object/ob_6100_0254_col.ice,57\e6befc3a3d4f2b238569640e4a0d2b,object/map_object/ob_6100_0254_com.ice,25\51e37554f8e41a6f4155ece399c785,object/map_object/ob_6100_0254_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：フワンぬいぐるみ,Fancy - Fuwan Plush,ob_6100_0255,object/map_object/ob_6100_0255_l1.ice,69\8b4e4c9cc00bf4c33fcbc466a96d12,object/map_object/ob_6100_0255_l2.ice,55\398bf19c7df64e680ae0b8b4c2d53f,object/map_object/ob_6100_0255_l3.ice,5b\98109b6ec6631c08d09fd1590ebab2,object/map_object/ob_6100_0255_l4.ice,,object/map_object/ob_6100_0255_col.ice,6b\f0e44cc7f50904ab48970531af2a8a,object/map_object/ob_6100_0255_com.ice,9b\1027eb21b57c6b40f95c023c8f49c2,object/map_object/ob_6100_0255_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：ドッツぬいぐるみ,Fancy - Dotts Plush,ob_6100_0256,object/map_object/ob_6100_0256_l1.ice,27\19187cca3e4f4068727dba294d09af,object/map_object/ob_6100_0256_l2.ice,c2\8b3b91a9b89bcba72a5c6fda18a0ed,object/map_object/ob_6100_0256_l3.ice,13\eaf3385a9313e9f85ed2086cd00f8e,object/map_object/ob_6100_0256_l4.ice,,object/map_object/ob_6100_0256_col.ice,b6\8ebd2b8139f85bfe81625ffd3a48b6,object/map_object/ob_6100_0256_com.ice,97\45c65406a7a71579f0a77fd4dc3d42,object/map_object/ob_6100_0256_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：ティノスぬいぐるみ,Fancy - Tinos Plush,ob_6100_0257,object/map_object/ob_6100_0257_l1.ice,3e\84a608514bce678ac846ef82d709e7,object/map_object/ob_6100_0257_l2.ice,ba\fe950202413b6cf2b09c2b98109d01,object/map_object/ob_6100_0257_l3.ice,e2\85a3e71c06b39066507a979bc9ca04,object/map_object/ob_6100_0257_l4.ice,,object/map_object/ob_6100_0257_col.ice,8e\83b0abd399322c79beb3b96c59d7af,object/map_object/ob_6100_0257_com.ice,1e\9e186490f141ab23f60597dc816030,object/map_object/ob_6100_0257_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：ゴロロンぬいぐるみ,Fancy - Gororon Plush,ob_6100_0258,object/map_object/ob_6100_0258_l1.ice,91\b3dc66eba7704f2b946aae21acfbb5,object/map_object/ob_6100_0258_l2.ice,c7\038c2a80a541fa3527162749ee2a58,object/map_object/ob_6100_0258_l3.ice,85\68991d9b943239902244ea7ec4b993,object/map_object/ob_6100_0258_l4.ice,,object/map_object/ob_6100_0258_col.ice,cc\373f3949b8718abe902efa134c5c81,object/map_object/ob_6100_0258_com.ice,d9\105bd8a50c94722a3498673ae7869f,object/map_object/ob_6100_0258_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：ナグルスぬいぐるみ,Fancy - Nogleth Plush,ob_6100_0259,object/map_object/ob_6100_0259_l1.ice,7e\79ff378c9563079cda3ea2c7cb7ff0,object/map_object/ob_6100_0259_l2.ice,d1\63141b21b528a161d883ce8247d61c,object/map_object/ob_6100_0259_l3.ice,86\014d6a6b196b82233930e66f85f7b5,object/map_object/ob_6100_0259_l4.ice,,object/map_object/ob_6100_0259_col.ice,aa\2c6127d81aee13a27ca0880218e40c,object/map_object/ob_6100_0259_com.ice,72\5abe2576e9dc4d93ebca20e6078f4b,object/map_object/ob_6100_0259_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
ウィンターホログラフィック,Winter Holographic,ob_6100_0481,object/map_object/ob_6100_0481_l1.ice,1f\7d800ba5a1ade5dbd752831d112aec,object/map_object/ob_6100_0481_l2.ice,,object/map_object/ob_6100_0481_l3.ice,,object/map_object/ob_6100_0481_l4.ice,,object/map_object/ob_6100_0481_col.ice,e0\4b88c155a0e2f938873035db02ec79,object/map_object/ob_6100_0481_com.ice,ca\76b7fdac1592ced8ac32aeaaef8bf5,object/map_object/ob_6100_0481_eff.ice,32\7f96bcfb9c6068c1cd9831b7b3654f,[Structure],[St_Town],[0],[Access_Collision],[0],[Common_1_Effect_12],[0],[0]
ウィンターホログラフィックB,Winter Holographic B,ob_6100_0482,object/map_object/ob_6100_0482_l1.ice,61\be051ef0498d1f952c82c13512b006,object/map_object/ob_6100_0482_l2.ice,,object/map_object/ob_6100_0482_l3.ice,,object/map_object/ob_6100_0482_l4.ice,,object/map_object/ob_6100_0482_col.ice,65\ec1e374def90f77a4fea5cf9df2578,object/map_object/ob_6100_0482_com.ice,2e\fba1d3223a6df7c8f1cefa1ac4d362,object/map_object/ob_6100_0482_eff.ice,ec\43000f804b9b7354859fd9331cfad4,[Structure],[St_Town],[0],[Access_Collision],[0],[Common_1_Effect_12],[0],[0]
異世界おじさん×ＮＧＳポスター,UfAW x NGS - Poster,ob_6100_0507,object/map_object/ob_6100_0507_l1.ice,86\f98ba248d4f1cf72acb3c42d56e1ad,object/map_object/ob_6100_0507_l2.ice,,object/map_object/ob_6100_0507_l3.ice,,object/map_object/ob_6100_0507_l4.ice,,object/map_object/ob_6100_0507_col.ice,03\96fdb75e722742f5ea8fc53d6007b2,object/map_object/ob_6100_0507_com.ice,3e\c2f5e0fd692f2e94b02acc6761788f,object/map_object/ob_6100_0507_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
アイナ＆マノン：CDジャケット,Aina & Manon - CD Jacket,ob_6100_0506,object/map_object/ob_6100_0506_l1.ice,a6\65da5bede3e35916d427d4527d1a95,object/map_object/ob_6100_0506_l2.ice,,object/map_object/ob_6100_0506_l3.ice,,object/map_object/ob_6100_0506_l4.ice,,object/map_object/ob_6100_0506_col.ice,d3\1d83da56a2408227fc79c0be6baf06,object/map_object/ob_6100_0506_com.ice,21\6368b674a7fa29545290043dabd72e,object/map_object/ob_6100_0506_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジJP（ブロンズ）,NGS Official C Badge JP (Bronze),ob_6100_0498,object/map_object/ob_6100_0498_l1.ice,df\f820ed467786dc8b911cb3063ecdc3,object/map_object/ob_6100_0498_l2.ice,17\f50c9fa50277109450ffb1e6df9e68,object/map_object/ob_6100_0498_l3.ice,a1\4969f087a3907a3b9190a6fc982186,object/map_object/ob_6100_0498_l4.ice,,object/map_object/ob_6100_0498_col.ice,db\0a9ab80266aed2b8a774216abf1146,object/map_object/ob_6100_0498_com.ice,24\1798fb200dd1fd7e2e0817640c587b,object/map_object/ob_6100_0498_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジJP（シルバー）,NGS Official C Badge JP (Silver),ob_6100_0499,object/map_object/ob_6100_0499_l1.ice,80\42521c23c3bb78034796a3a160e0d4,object/map_object/ob_6100_0499_l2.ice,48\8de977cc6ef9f7274a9ca33b9bf062,object/map_object/ob_6100_0499_l3.ice,ee\85fc8444fce3ab23b6e14d453d09ca,object/map_object/ob_6100_0499_l4.ice,,object/map_object/ob_6100_0499_col.ice,0a\305119833210a1a1cf51a33f9ab23a,object/map_object/ob_6100_0499_com.ice,1c\41084adfc2e6cdff382711a2784a94,object/map_object/ob_6100_0499_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジJP（ゴールド）,NGS Official C Badge JP (Gold),ob_6100_0500,object/map_object/ob_6100_0500_l1.ice,9e\70c07470cbaf593e0076f1a35cac5f,object/map_object/ob_6100_0500_l2.ice,7e\e1d3440a920712c62bd7b66c0181c7,object/map_object/ob_6100_0500_l3.ice,26\e1abc96e4c3fae07e784425cfb599c,object/map_object/ob_6100_0500_l4.ice,,object/map_object/ob_6100_0500_col.ice,34\e444fcb37287f02fe3846685a57d06,object/map_object/ob_6100_0500_com.ice,3a\00b9421fb5272355031bc6ef4c093a,object/map_object/ob_6100_0500_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジJP（レインボー）,NGS Official C Badge JP (Rainbow),ob_6100_0501,object/map_object/ob_6100_0501_l1.ice,62\1c04979abb742617b1c8d12c9d4e41,object/map_object/ob_6100_0501_l2.ice,e1\8af90f09fa1f95c4652ffd45b7e4bd,object/map_object/ob_6100_0501_l3.ice,53\0298589ae6df267a06d8f857e53b2b,object/map_object/ob_6100_0501_l4.ice,,object/map_object/ob_6100_0501_col.ice,38\133546b08b35177d306864e54d2184,object/map_object/ob_6100_0501_com.ice,67\0bea3fa8ef9dc977541c97c14bcdd0,object/map_object/ob_6100_0501_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジNA（ブロンズ）,NGS Official C Badge NA (Bronze),ob_6100_0502,object/map_object/ob_6100_0502_l1.ice,9f\fe4a54b0475cf5e42b2f493e170e0d,object/map_object/ob_6100_0502_l2.ice,03\e2276b528d919d711fe52dd7a93089,object/map_object/ob_6100_0502_l3.ice,fd\0ae5cf2c7e03e564d7d2bf85c36c31,object/map_object/ob_6100_0502_l4.ice,,object/map_object/ob_6100_0502_col.ice,02\535433fe56cdbed5f0549c7d91b199,object/map_object/ob_6100_0502_com.ice,d2\68c88762c3eef03fd43cd19edda7e9,object/map_object/ob_6100_0502_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジNA（シルバー）,NGS Official C Badge NA (Silver),ob_6100_0503,object/map_object/ob_6100_0503_l1.ice,85\0ebd0dd2c7ae4bf45f2a910fc58477,object/map_object/ob_6100_0503_l2.ice,ed\9aaf4ce1c0ef4b3fe14e3853677822,object/map_object/ob_6100_0503_l3.ice,06\e2d806f45530a5d6b6fd9b279c13fd,object/map_object/ob_6100_0503_l4.ice,,object/map_object/ob_6100_0503_col.ice,b0\1e97626056bbdff5017c9a201d16d0,object/map_object/ob_6100_0503_com.ice,1f\513b9a9a124ef7a6f59fa44f365d90,object/map_object/ob_6100_0503_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
NGS公認CバッジNA（ゴールド）,NGS Official C Badge NA (Gold),ob_6100_0504,object/map_object/ob_6100_0504_l1.ice,4d\beac9b2e913c79d5eff181dd69ff9f,object/map_object/ob_6100_0504_l2.ice,b9\4dce91223b7e96a45473a824212156,object/map_object/ob_6100_0504_l3.ice,9f\897347219a7ffd7f9872fd02107419,object/map_object/ob_6100_0504_l4.ice,,object/map_object/ob_6100_0504_col.ice,7e\cb56c3b9b704aff19a7b622659ae35,object/map_object/ob_6100_0504_com.ice,ca\877259916cd564bb3c89a03edda764,object/map_object/ob_6100_0504_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access],[0],[Common_1],[0],[0]
