Data is laid out as follows:
Object Name JP (if known),Object Name EN (if known),Object Function,Animation type,category 1,category 2,object unhashed name,object hashed name,object _ex textures hashed name
ジェネマット,Gené Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1624.ice,cc8b2dfcf1110657dd29deae0050d1e6
デュナマット,Duna Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1625.ice,9a8b7254079ca59c4d0515d16469a090
,,none,motion_none,wall,poster,object/map_object/ob_1000_1626.ice,5c853945cac263b5ee288ffa994715cd
,,none,motion_none,ground,ground,object/map_object/ob_1000_1627.ice,d0daeed57688793fa61ddac82db7b3c7
,,none,motion_none,ground,ground,object/map_object/ob_1000_1628.ice,5f991ab0a108137d21c75ad7fe99d0cb
,,none,motion_none,ground,ground,object/map_object/ob_1000_1629.ice,8db6ac97b89dd6e78dd343b3e5b82f55
,,none,motion_none,wall,poster,object/map_object/ob_1000_1630.ice,a157e234eac996b390f1abe42846270e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1631.ice,cf4ba4037fed28e6a169cb7e3bbe595e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1632.ice,cb1b985aa729e84c3d488c3d96f2626a
,,none,motion_none,ground,ground,object/map_object/ob_1000_1633.ice,e628e8817905581cd3bb2e9f56d026c8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1634.ice,e5a92093ced0595604b39c769818f028
,,none,motion_none,ground,ground,object/map_object/ob_1000_1635.ice,a5e41ab2caadb1d271cd351cc7db8baf
,,none,motion_none,ground,ground,object/map_object/ob_1000_1636.ice,8601a8b6203dc21326ba5ce2846de0a0
,,none,motion_none,ground,ground,object/map_object/ob_1000_1637.ice,a03f757729b257cc907532deb8660888
ハリエットパネル,Hariette Panel,none,motion_none,ground,ground,object/map_object/ob_1000_1638.ice,bd535826ccae5445582214567daa847c
,,none,motion_none,ground,ground,object/map_object/ob_1000_1639.ice,0de2ad5b66c2557c2d0c36cb996caddd
,,none,motion_none,wall,poster,object/map_object/ob_1000_1640.ice,b9d7fd0415ad6a55323f0c25070592b7
,,none,motion_none,wall,poster,object/map_object/ob_1000_1641.ice,1ced1b5fe44f38b8aa38a0ea10ff1868
,,none,motion_none,ground,ground,object/map_object/ob_1000_1642.ice,d5517b24d5f7983e5189a049c0568c83
,,none,motion_none,ground,ground,object/map_object/ob_1000_1643.ice,1c13ae0718d66c47ea876631dece5a76
アドベントカレンダー,Advent Calendar,none,motion_none,ground,deco,object/map_object/ob_1000_1646.ice,25045d0b85b0690fbd1c469475d32b0d
,,none,motion_none,ground,deco,object/map_object/ob_1000_1648.ice,dc66066fc5481687745d921e84014630
ファーストバーガー,Fast Burger,none,motion_none,ground,deco,object/map_object/ob_1000_1649.ice,7395a5a9cb62224f67096bcd4d5d2e0d
,,none,motion_none,wall,ground,object/map_object/ob_1000_1652.ice,f4a062c8f6e0e6997d1a456e19f894b3
ラッピーライト,Rappy Lamp,none,motion_none,ground,ground,object/map_object/ob_1000_1653.ice,3b35d4d0d2219d3133389fec80cd323d,dfb530984a123da158d03141b90290f4
,,none,motion_none,wall,poster,object/map_object/ob_1000_1654.ice,4e771fa814224f0abae543a70afc48ab
,,none,motion_none,ground,ground,object/map_object/ob_1000_1655.ice,f128a1e944954c90ff6089f83e829202
,,none,motion_none,ground,ground,object/map_object/ob_1000_1656.ice,b2029ac3fc1ba60ecaf3440ebcede7c7
,,none,motion_none,ground,ground,object/map_object/ob_1000_1657.ice,147ccee8778dc2b80e13ca68a8778a85
,,none,motion_none,ground,ground,object/map_object/ob_1000_1658.ice,20e9093bfb130b6dc20993da36077aa1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1659.ice,2e0a64cb5c5505fee50ea73d5b23d098
,,none,motion_none,ground,ground,object/map_object/ob_1000_1660.ice,fea61a9c312da32dd6299b8669a0c2a1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1661.ice,382d5ad046f7c9db00fef5f78352235b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1662.ice,82e6510a986497ab0a9586c1adb59113
,,none,motion_none,ground,ground,object/map_object/ob_1000_1663.ice,31df733b5497a628a2edcda2c4d80a0c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1664.ice,034f73aa81a26fb2cc5aecf6ec2aa235
,,none,motion_none,wall,poster,object/map_object/ob_1000_1665.ice,dea1c9200fc94324d5ac2e904a536ca9
,,none,motion_none,ground,ground,object/map_object/ob_1000_1666.ice,b6cae7c741c56a3d401b65aaf13d0a24
,,none,motion_none,wall,poster,object/map_object/ob_1000_1667.ice,79f31319dbc9a0fc74138415a121119a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1668.ice,81cc60a35bf9f6317ba30181599ec242
,,none,motion_none,ground,ground,object/map_object/ob_1000_1669.ice,00d0ab97c421f654d8e6198be69b8297
,,none,motion_none,ground,ground,object/map_object/ob_1000_1670.ice,58a79b6fa44773c6bf029adf352d9946
イドラ：ポスター,Idola - Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1671.ice,fc8e7c1b13d183ffd94d6f6e8daf3d3a
ジュースサーバー,Juice Dispenser,none,motion_none,ground,deco,object/map_object/ob_1000_1672.ice,7ea64417bf0aba25a945c05b9985a54b,e565e00a4ebb8d0572005dda73352b65
ラージシャーベット,Large Sherbet,none,motion_none,ground,deco,object/map_object/ob_1000_1673.ice,4a5f344335030d0b709ae1d919ff3317,3b9ce601f7ab4329d7fee6c9dcc52e7b
ドームプール,Domed Pool,none,motion_none,ground,ground,object/map_object/ob_1000_1674.ice,de0472df4d8257ac45806b9148ab3697,06d9cb12baa97462f6ba1fe7d59c3e10
シーリングファン,Ceiling Fan,none,motion_none,ceiling,ground,object/map_object/ob_1000_1675.ice,cf138ffff890b357b065294548cfd108,873428ed285942a6eb943615866942e9
リリーパカップル,Lillipan Couple,none,motion_none,ground,ground,object/map_object/ob_1000_1676.ice,3d33c603fb7ad2233890012814a196f6
,,none,motion_none,wall,poster,object/map_object/ob_1000_1677.ice,cb4e4bd8b23898f02c6880dc94b82ee5
,,none,motion_none,wall,poster,object/map_object/ob_1000_1678.ice,3e1031d525b9b80aab726d6abc87cb42
,,none,motion_none,wall,poster,object/map_object/ob_1000_1679.ice,22029256276dcbc32a1ef3d6ab9f6d63
,,none,motion_none,wall,poster,object/map_object/ob_1000_1680.ice,fb34b9c94110d9e04d7afd9ba4c7cc7b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1681.ice,304a0f9b038561aa58b2e1db107ec1c2
,,none,motion_none,ground,ground,object/map_object/ob_1000_1682.ice,6ec47fe6661ce45a45e85d420ecd7b4d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1683.ice,f6aec056a0fe36be59a46b6239dd31a3
,,none,motion_none,ground,ground,object/map_object/ob_1000_1684.ice,894dcd7f1ef594331cf56b9b77b2f596
,,none,motion_none,wall,poster,object/map_object/ob_1000_1685.ice,2170ca34397b4b55ccc1accb227023c9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1686.ice,029aa46ca3923a6e8b2c96aa7d3398c4
,,none,motion_none,wall,poster,object/map_object/ob_1000_1687.ice,84ea6799af5ba01f60c4f7d4c8b76f97
,,none,motion_none,wall,poster,object/map_object/ob_1000_1688.ice,63e273de78b8952998fbf02f50be2405
,,none,motion_none,wall,poster,object/map_object/ob_1000_1689.ice,ca6266e89bd1ac942084ea633b40cd2f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1690.ice,13f837aa35622505061198510c698c57
,,none,motion_none,ground,ground,object/map_object/ob_1000_1691.ice,fb1312ddf364309f05fe7c76b49f2d78
,,none,motion_none,ground,ground,object/map_object/ob_1000_1692.ice,f7406f536a11e2fb320f45eddc057305
,,none,motion_none,ground,ground,object/map_object/ob_1000_1693.ice,d5029f20291f1b2541550381c78a9e73
,,none,motion_none,ground,ground,object/map_object/ob_1000_1694.ice,d891a3d84f370312a6de46e631596c15
,,none,motion_none,ground,ground,object/map_object/ob_1000_1695.ice,12389b2fbedebb42bb3056725281a7d1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1696.ice,792f91d95138d34e27837d49a2ac298d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1697.ice,4f15eab1960a5b4dc1ced4aa2e013b43
,,none,motion_none,ground,ground,object/map_object/ob_1000_1698.ice,474fd65de033ded5d547d13919ee4bff
,,none,motion_none,ground,ground,object/map_object/ob_1000_1699.ice,29556a7a17100b5930566322f3f3cfa7
,,none,motion_none,ground,ground,object/map_object/ob_1000_1700.ice,38f3f34f30099f8cb57bc34e1ca3abe8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1701.ice,a0e602160cd533a3ebe8744fe3e05723
,,none,motion_none,ground,ground,object/map_object/ob_1000_1702.ice,aff72b3775ddc6256c3a2d2b830e355d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1703.ice,b87962baa9a10045db2ae790580bced0
,,none,motion_none,ground,ground,object/map_object/ob_1000_1704.ice,9cd41c24336c5f14f9fca3dc03129627
,,none,motion_none,ground,ground,object/map_object/ob_1000_1705.ice,5d2ec80a7a81a2f4da99c64fdae7e07b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1706.ice,bb20d06c78dc2ebf22ddf1062c974b59
,,none,motion_none,ground,ground,object/map_object/ob_1000_1707.ice,b2db84b2bc5388a5e65ddbb333ffbaf3
,,none,motion_none,wall,poster,object/map_object/ob_1000_1708.ice,e7ec1affb06101e5965bdcc50e816eb6
,,none,motion_none,wall,poster,object/map_object/ob_1000_1709.ice,bab5cfd7c4eadf50b81b8ba66090c68d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1710.ice,06c68cdd0b45263023e0a2b8b55c5594
,,none,motion_none,wall,poster,object/map_object/ob_1000_1711.ice,774c76c58b0610ccd6cc2c4b3837ca2d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1712.ice,b375e56d79277116d899b29a8a5c9000
,,none,motion_none,wall,poster,object/map_object/ob_1000_1713.ice,ed189c5a669561d71b119a8a010ee89e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1714.ice,fc71a2fe2a95c1e133aebc1ca112df21
,,none,motion_none,wall,poster,object/map_object/ob_1000_1715.ice,a31043bbd16964e6df7d1ffa3504161b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1716.ice,ec8e9ec8f657524459000fbaeacbd15a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1717.ice,463f3114b516e35462c9a5e93f38c704
PSO2 TCGマット,PSO2 Trading Card Game Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1718.ice,eb93a85465784c1364bb6a296ac608d5
PSO2 TCGマットB,PSO2 Trading Card Game Mat B,none,motion_none,ground,ground,object/map_object/ob_1000_1719.ice,cc01b533aadcf08ef1db03d867d6ae32
撮影用ひな段,Tiered Platform,none,motion_none,ground,ground,object/map_object/ob_1000_1720.ice,d85d3e239d192ee6463c4a9327d92b2f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1721.ice,c0857e7acf37dce2bfc4fe3cbe7b5e3c
,,none,motion_none,ground,ground,object/map_object/ob_1000_1722.ice,524d88de8df1066818efea222a64e8a0
,,none,motion_none,ground,ground,object/map_object/ob_1000_1723.ice,c21af8295ef8a31523ee5ef390aec39f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1724.ice,653debc6dd898b5b7d8d147016810cba
,,none,motion_none,ground,ground,object/map_object/ob_1000_1725.ice,b377c475f2a67be55c70b69489c7cd63
,,none,motion_none,ground,ground,object/map_object/ob_1000_1726.ice,ff5a0498b84ce78d8f43d5b8e164f65f
ヒツギポスター,Hitsugi Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1727.ice,8676baeb4d58d9513d76ad693e45a092
,,none,motion_none,wall,poster,object/map_object/ob_1000_1728.ice,f60f07ef6a64582658cbe533a35483e4
,,none,motion_none,wall,poster,object/map_object/ob_1000_1729.ice,ce34ebf507e1834852ed2b6fae142321
,,none,motion_none,wall,poster,object/map_object/ob_1000_1730.ice,ad5696c84eb3c82abcb7eef6186a4fb0
,,none,motion_none,wall,poster,object/map_object/ob_1000_1731.ice,40a64650ba8c727967e15e51c3e8b50d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1732.ice,faf7e853f22bddf968356700591c3b68
,,none,motion_none,ground,ground,object/map_object/ob_1000_1733.ice,4ba86213dbc49930d8176b92dee8af39
,,none,motion_none,ground,ground,object/map_object/ob_1000_1734.ice,d07034c488ff1bfd601d9505a79d4972
,,none,motion_none,wall,poster,object/map_object/ob_1000_1735.ice,dd7782b588fef1bd4dfc35e77b92837e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1736.ice,5c0d9c020d10acff92c64e6acde88fc1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1737.ice,cbedd837efcdb90b9f5ed60dfb1bdad5
『PSO2es』：ポスターC,PSO2es - Poster C,none,motion_none,wall,poster,object/map_object/ob_1000_1738.ice,b99a362ff18b542d25180af99b5fa4ed
アフタルポスター,Aphtal Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1739.ice,3bfde34dde43303db667714560b9281f
アフタルパネル,Aphtal Panel,none,motion_none,ground,ground,object/map_object/ob_1000_1740.ice,fe6e6f03caed86949372667de2f1a37c
リーンマット,Lin Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1741.ice,30462ff843d0e85a2e9fbdca369aac92
Vラッピートロフィー,V Rappy Trophy,none,motion_none,ground,ground,object/map_object/ob_1000_1742.ice,350d32432c134ffa86ba50e87c573213
,,none,motion_none,ground,ground,object/map_object/ob_1000_1743.ice,bd1909732be2bba4071b541f2c28224e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1744.ice,95bae7e3ed10dc51e1315e102f0303ed
,,none,motion_none,ground,ground,object/map_object/ob_1000_1745.ice,d6f8143fee3b7e93334026f2a967f6ca
,,none,motion_none,ground,ground,object/map_object/ob_1000_1746.ice,e33fd31f67c27d69f02e875809cce673
,,none,motion_none,wall,poster,object/map_object/ob_1000_1747.ice,bfaea140efd90393c74ad960573206d7
,,none,motion_none,wall,poster,object/map_object/ob_1000_1748.ice,3b9d041e434378049606c3d076e6b68c
『PSO2』EP6ビジュアルポスター,PSO2 - EP6 Visual Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1749.ice,7576e4682b386e204c6d505714dd816d
『PSO2』設定資料集表紙ポスターD,PSO2 Design DoBP - Poster D,none,motion_none,wall,poster,object/map_object/ob_1000_1750.ice,10e1e2ca090faaaf7d120166c91c822a
アリサパネル,Alis Panel,none,motion_none,ground,ground,object/map_object/ob_1000_1752.ice,6c39364373f44429a080e0b9dab9ac27
,,none,motion_none,wall,poster,object/map_object/ob_1000_1753.ice,5b3d048d841093b443f56c0ca4ce3321
,,none,motion_none,wall,poster,object/map_object/ob_1000_1754.ice,f294b9175a2fde914c5b4c3ae633c2e5
,,none,motion_none,ground,ground,object/map_object/ob_1000_1755.ice,3904403f65159c3119d8233895396216
,,none,motion_none,ground,ground,object/map_object/ob_1000_1756.ice,bcc1e06fbc9b5fefee7be829cb56dced
,,none,motion_none,ground,ground,object/map_object/ob_1000_1757.ice,92c4ff6ec268e448b96f086b60cb3a00
,,none,motion_none,ground,ground,object/map_object/ob_1000_1758.ice,ef42cde1a726d4cb03ec0cdcff68c23d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1759.ice,3bd4cf448218c80704a8814a803e73f1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1760.ice,186cf84fe5689c11dbc499181959aad3
,,none,motion_none,ground,ground,object/map_object/ob_1000_1761.ice,65ab162db4a2d11e11373a25b17c20aa
,,none,motion_none,ground,ground,object/map_object/ob_1000_1762.ice,916e12b9ce5171ac0009902c7049550c
,,none,motion_none,ground,ground,object/map_object/ob_1000_1763.ice,5226a85e761635ad2eee003645253ba8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1764.ice,97f925018264f5eb4b6f3e0e5aafe3ae
,,none,motion_none,ground,ground,object/map_object/ob_1000_1765.ice,f8a9d99af35eaedfe1abf4dab8041de1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1766.ice,fde4f0b084a02c4d00fad9d9a1f17031
,,none,motion_none,ground,ground,object/map_object/ob_1000_1767.ice,15ce23e6737ffcbb8a8c25ebe35a8cc8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1768.ice,30a904278ac7f7a8b875c3f49e7c9163
,,none,motion_none,ground,ground,object/map_object/ob_1000_1769.ice,d8fa554b108314c89a59fd6278f8a434
,,none,motion_none,ground,ground,object/map_object/ob_1000_1770.ice,a6c8b82b5920669d36ea5bd36374ca18
,,none,motion_none,ground,ground,object/map_object/ob_1000_1771.ice,0e5f27ece79713afd3a04c0f05b3d241
,,none,motion_none,wall,poster,object/map_object/ob_1000_1772.ice,1053e7e5617210de3d119a24c44cbec0
,,none,motion_none,ceiling,ground,object/map_object/ob_1000_1773.ice,950b44c76fb4ec02c0b699c5231d1cc0
,,none,motion_none,wall,poster,object/map_object/ob_1000_1774.ice,9ed189f406f72aa70439d2a68c62e2ae
,,none,motion_none,wall,poster,object/map_object/ob_1000_1775.ice,518ec46461670c9128e2f24217d74fe9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1776.ice,803cd453ea12319bd1df59547f96b14e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1777.ice,8235fd4dd03f103c3dab2994128b39b1
,,none,motion_none,wall,poster,object/map_object/ob_1000_1778.ice,135434eaa988e890f5320300c7b1ac5f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1779.ice,ffdf5ca5f763ea4b2a95202557221bcd
マトイ（ミコト）ポスター,Matoi (Mikoto) Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1780.ice,498a0ff3520369d35f2b29d8f1d76063
,,closet,motion_closet,wall,ground,object/map_object/ob_1000_1781.ice,30f871313495cdf9d1fe765cc08ad207,fa7acc402e106aca5fdf357aef9c5bb7
マルガレータの胸像,Margareta Portrait,none,motion_none,ground,ground,object/map_object/ob_1000_1782.ice,3c8d64cefd5caddc82a6c0f7d4b09b52
ルーサーの胸像,Luther Portrait,none,motion_none,ground,ground,object/map_object/ob_1000_1783.ice,49cb7eb138716a05194a34fd34150b92
,,none,motion_none,wall,poster,object/map_object/ob_1000_1784.ice,c86aee8a896a6f170c6ba9a5c236f75a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1785.ice,bd15620095bdeb4fa25cbc136bf97d9e
イドラ：ポスターC,Idola - Poster C,none,motion_none,wall,poster,object/map_object/ob_1000_1786.ice,ddc28903d5684e5530d25e09e2199247
イドラ：ソウルシンボルポスター,Idola - Soul Symbol Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1787.ice,8e847434d5d00f15ec2dd4f7158ff293
イドラ：ソウルシンボルポスターB,Idola - Soul Symbol Poster B,none,motion_none,wall,poster,object/map_object/ob_1000_1788.ice,0c8157f047eeb3db96f7288317e2883a
イドラ：ソウルシンボルポスターC,Idola - Soul Symbol Poster C,none,motion_none,wall,poster,object/map_object/ob_1000_1789.ice,73c332f8f6529c2b53f8fbe16443a02b
イドラ：マット,Idola - Rug,none,motion_none,ground,ground,object/map_object/ob_1000_1790.ice,b680c45a023e55dba4d424b0d6e077ac
イドラ：マットB,Idola - Rug B,none,motion_none,ground,ground,object/map_object/ob_1000_1791.ice,5a600baaee965afc57901185a6d3114e
イドラ：マットC,Idola - Rug C,none,motion_none,ground,ground,object/map_object/ob_1000_1792.ice,42f2832e98aa5d7e4f4316f20e965b9d
イドラ：マットD,Idola - Rug D,none,motion_none,ground,ground,object/map_object/ob_1000_1793.ice,2db9dd4a66c2af49d5ec1f3752bcb8ec
,,none,motion_none,ground,ground,object/map_object/ob_1000_1794.ice,c1f1535642ec404a46b12b0a3294c2e2
,,support_partner,motion_none,ground,ground,object/map_object/ob_1000_1795.ice,79ad0ef219051eae3428085ad3f48f39,85eb0aff8ccd3d58428d698c7808bd9e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1796.ice,11a238e32cc164d3cc2d6eef4671cf33
,,none,motion_none,ground,ground,object/map_object/ob_1000_1797.ice,c4c9cd5639a6c1f4cdaed90851138b74
,,none,motion_none,wall,poster,object/map_object/ob_1000_1798.ice,ccb71907cf7208e54387201aa8e1dd3d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1799.ice,195e5183df8eb5ac69b008f5cad65a13
,,none,motion_none,wall,poster,object/map_object/ob_1000_1800.ice,3da51d487effbe48308181f0470b53e3
,,none,motion_none,wall,poster,object/map_object/ob_1000_1801.ice,8813ce3dcbd7f750c2597ff027f44d12
,,none,motion_none,wall,poster,object/map_object/ob_1000_1802.ice,421066fd28a6b965a15456ffc4d7c9f7
,,none,motion_none,wall,poster,object/map_object/ob_1000_1803.ice,1e06a530ad834c8f38258627316aae9d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1804.ice,ef7fc5a5f1628e792a292f3f17a49d14
,,none,motion_none,wall,poster,object/map_object/ob_1000_1805.ice,a19b8bd94b1316282f09b14a340ae460
,,none,motion_none,ground,ground,object/map_object/ob_1000_1806.ice,afe52094689d2ab9edb414ede8a9562d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1807.ice,ce34940e947d04e5ac87edce68b03f3c
,,none,motion_none,ground,ground,object/map_object/ob_1000_1808.ice,053313615d44bb2f69013167e5fb905a
,,jukebox,motion_none,wall,ground,object/map_object/ob_1000_1810.ice,9a81572a189002dcf64a89af192511a4
